,id_store_img_1,id_store_img_2,id_store_img_3,id_store,store_name,address_x,id,address_y,category,muslim_friendly,tel,working_time,day_closed,parking,attractions,active,image0,image1,image2,
242,319,320,321,243,그랜드 키친,서울특별시 강남구 삼성동 159-8 파르나스타워,44333,서울시 강남구 삼성동 159-8 그랜드 인터컨티넨탈 호텔 1층,뷔페식,무슬림 프렌들리,02-559-7575,"평일 점심 11:30~14:30 , 저녁 18:00~21:30, 주말 운영 시간 매장에 문의",연중무휴,O,"코엑스, 봉은사, 선정릉",1,https://seoul.intercontinental.com/upload/image/restaurant/6/5116.jpg,https://media-cdn.tripadvisor.com/media/photo-s/17/f6/e6/5a/interior-of-grand-kirchen.jpg,https://seoul.intercontinental.com/upload/image/restaurant/6/5119.jpg,"INSERT INTO store_image_temp VALUES ('319','243','https://seoul.intercontinental.com/upload/image/restaurant/6/5116.jpg','1'),('320','243','https://media-cdn.tripadvisor.com/media/photo-s/17/f6/e6/5a/interior-of-grand-kirchen.jpg','1'),('321','243','https://seoul.intercontinental.com/upload/image/restaurant/6/5119.jpg','1');"
243,322,323,324,244,윤도훈 논현삼계탕365,서울특별시 서초구 서초동 1302-47 논현삼계탕건물 지하1층 1층 2층,,,한식,포크프리,010-5655-5238,24시간 운영(일요일 21:00~월요일 09:00 휴식시간),연중무휴,O,"논현동먹자골목, 강남역, 국기원",1,https://mblogthumb-phinf.pstatic.net/MjAxODA1MjdfMjgy/MDAxNTI3Mzg5MjczMzUz.Hr1GBV73pvf0FM6kjkWkHCEUScGZLkh0b6sZaR4RByog.iiUbb-boEBEwSsPy6JRtsPY-LVWD4-O7BsXky9s0Ud0g.JPEG.w3bd77/20180526_170614.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAxODA1MjdfMjc0/MDAxNTI3Mzg5Mjc4Mzgz._z8fJGaVrc1XU9_g7xNg0DXu_ZJsxa1huR9X0SOO3QEg.0DzOk2Tp8tnFHS3nXtV8gKxM2tPXPMeIWquc-xrDfygg.JPEG.w3bd77/20180526_170621.jpg?type=w800,https://t1.daumcdn.net/cfile/tistory/99DC99465B3C6D7A2B,"INSERT INTO store_image_temp VALUES ('322','244','https://mblogthumb-phinf.pstatic.net/MjAxODA1MjdfMjgy/MDAxNTI3Mzg5MjczMzUz.Hr1GBV73pvf0FM6kjkWkHCEUScGZLkh0b6sZaR4RByog.iiUbb-boEBEwSsPy6JRtsPY-LVWD4-O7BsXky9s0Ud0g.JPEG.w3bd77/20180526_170614.jpg?type=w800','1'),('323','244','https://mblogthumb-phinf.pstatic.net/MjAxODA1MjdfMjc0/MDAxNTI3Mzg5Mjc4Mzgz._z8fJGaVrc1XU9_g7xNg0DXu_ZJsxa1huR9X0SOO3QEg.0DzOk2Tp8tnFHS3nXtV8gKxM2tPXPMeIWquc-xrDfygg.JPEG.w3bd77/20180526_170621.jpg?type=w800','1'),('324','244','https://t1.daumcdn.net/cfile/tistory/99DC99465B3C6D7A2B','1');"
244,325,326,327,245,이지인디아,서울특별시 서대문구 창천동 9-20 3층,328527,서울특별시 서대문구 창천동 9-20,인도음식,무슬림 프렌들리,02-393-7771,11:00~22:00,연중무휴,X,"신촌이대거리, 경의선책거리",1,https://post-phinf.pstatic.net/MjAxNzA1MTZfMTY5/MDAxNDk0OTI1NzI3MTMx.t8vzSYkCBpYY2ENWF3kGn-NIVq01es8G4mF_55LURqMg.6ct-xGS5GhP_CU1_3JH1OA5d0mbW_DhkeAy9739ei9wg.JPEG/%EC%8B%A0%EC%B4%8C_%EB%A7%9B%EC%A7%91_%EC%9D%B4%EC%A7%80%EC%9D%B8%EB%94%94%EC%95%841.jpg?type=w1200,https://t1.daumcdn.net/cfile/tistory/99AF41375B6822F327,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_review_photo_52709bf05acb_20180603160053.jpg,"INSERT INTO store_image_temp VALUES ('325','245','https://post-phinf.pstatic.net/MjAxNzA1MTZfMTY5/MDAxNDk0OTI1NzI3MTMx.t8vzSYkCBpYY2ENWF3kGn-NIVq01es8G4mF_55LURqMg.6ct-xGS5GhP_CU1_3JH1OA5d0mbW_DhkeAy9739ei9wg.JPEG/%EC%8B%A0%EC%B4%8C_%EB%A7%9B%EC%A7%91_%EC%9D%B4%EC%A7%80%EC%9D%B8%EB%94%94%EC%95%841.jpg?type=w1200','1'),('326','245','https://t1.daumcdn.net/cfile/tistory/99AF41375B6822F327','1'),('327','245','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_review_photo_52709bf05acb_20180603160053.jpg','1');"
250,328,329,330,251,오후청,서울특별시 중구 북창동 104 1층 오후청,296187,서울시 중구 북창동 104,한식,포크프리,02-777-0342,11:00~21:30 (브레이크 타임 15:00~17:00),매주 일요일 및 명절 휴무,O,"남대문시장, 한국은행 화폐박물관, 덕수궁",1,https://english.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=37039&fileTy=MEDIA&fileNo=1&thumbTy=L,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0YSoUrCee_jSBCE1wLrmnUlhBlKi0KThUYxUw8CWGutD3N1fpWJqeeX2YT5ozPWjP2Qw&usqp=CAU,https://mblogthumb-phinf.pstatic.net/MjAxOTA3MzFfMTAz/MDAxNTY0NTg1MDk1NjE3.NkZAicLquXD7bRG_zP0Fr3Snbr0VEPqGWC-8mwQe3kIg._YC6tHe9s0iGYXOIknJwv_cpfwYKC1xZyRqDYIMaMcwg.JPEG.jootime/20190731_200129.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('328','251','https://english.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=37039&fileTy=MEDIA&fileNo=1&thumbTy=L','1'),('329','251','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0YSoUrCee_jSBCE1wLrmnUlhBlKi0KThUYxUw8CWGutD3N1fpWJqeeX2YT5ozPWjP2Qw&usqp=CAU','1'),('330','251','https://mblogthumb-phinf.pstatic.net/MjAxOTA3MzFfMTAz/MDAxNTY0NTg1MDk1NjE3.NkZAicLquXD7bRG_zP0Fr3Snbr0VEPqGWC-8mwQe3kIg._YC6tHe9s0iGYXOIknJwv_cpfwYKC1xZyRqDYIMaMcwg.JPEG.jootime/20190731_200129.jpg?type=w800','1');"
251,331,332,333,252,다페 레스토랑,서울특별시 마포구 상수동 313-3 201호 ,,,인도음식,무슬림 프렌들리,02-323-0313,11:00~22:00,"매월 둘째, 넷째 월요일",X,"상수카페거리, 홍대거리",1,https://media-cdn.tripadvisor.com/media/photo-s/11/59/c8/d3/photo1jpg.jpg,"https://mp-seoul-image-production-s3.mangoplate.com/846600_1504155828095812.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJxVPjx-DvxW3WWwkJmvFqR_z5fx8GaswmsO3VF-P2f3sKCKrly-eyguhtY8jErad1zyNPkStTd1o&usqp=CAU,"INSERT INTO store_image_temp VALUES ('331','252','https://media-cdn.tripadvisor.com/media/photo-s/11/59/c8/d3/photo1jpg.jpg','1'),('332','252','https://mp-seoul-image-production-s3.mangoplate.com/846600_1504155828095812.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80','1'),('333','252','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJxVPjx-DvxW3WWwkJmvFqR_z5fx8GaswmsO3VF-P2f3sKCKrly-eyguhtY8jErad1zyNPkStTd1o&usqp=CAU','1');"
253,334,335,336,254,종로삼계탕,"서울특별시 종로구 관철동 43-12 남창빌딩 1층, 종로삼계탕 ",355253,서울특별시 종로구 관철동 43-12,한식,포크프리,02-734-8761,11:00~21:00,매주 일요일 및 명절 휴무,X,"종묘, 인사동, 청계천",1,https://media-cdn.tripadvisor.com/media/photo-s/18/84/9e/07/dsc-5077-largejpg.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1grwRhFMO6mrjlRqhF0dG0t87aONfuAFa6J_4mmGnw_Od579AJ91QpU9xb6kkqKQsiF4&usqp=CAU,https://mblogthumb-phinf.pstatic.net/MjAxODA3MjdfOTcg/MDAxNTMyNjQ4MjQ2MTgx.skCv4KQHrvq3UtKR6efIvEDqGjmna7pbBkoq1kaeBnIg.P4E81TTGNlMgiMnkA3B3nTmRnmMgkf0apmGPNquXdX0g.JPEG.4564718/%EC%A4%91%EB%B3%B5_%EC%82%BC%EA%B3%84%ED%83%95_-_%EA%B0%95%EB%82%A8%EC%97%AD_%EC%82%BC%EA%B3%84%ED%83%95_%EB%A7%9B%EC%A7%91_%EC%A2%85%EB%A1%9C%EC%82%BC%EA%B3%84%ED%83%95_%284%29.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('334','254','https://media-cdn.tripadvisor.com/media/photo-s/18/84/9e/07/dsc-5077-largejpg.jpg','1'),('335','254','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1grwRhFMO6mrjlRqhF0dG0t87aONfuAFa6J_4mmGnw_Od579AJ91QpU9xb6kkqKQsiF4&usqp=CAU','1'),('336','254','https://mblogthumb-phinf.pstatic.net/MjAxODA3MjdfOTcg/MDAxNTMyNjQ4MjQ2MTgx.skCv4KQHrvq3UtKR6efIvEDqGjmna7pbBkoq1kaeBnIg.P4E81TTGNlMgiMnkA3B3nTmRnmMgkf0apmGPNquXdX0g.JPEG.4564718/%EC%A4%91%EB%B3%B5_%EC%82%BC%EA%B3%84%ED%83%95_-_%EA%B0%95%EB%82%A8%EC%97%AD_%EC%82%BC%EA%B3%84%ED%83%95_%EB%A7%9B%EC%A7%91_%EC%A2%85%EB%A1%9C%EC%82%BC%EA%B3%84%ED%83%95_%284%29.jpg?type=w800','1');"
254,337,338,339,255,종로설렁탕,서울특별시 종로구 종로3가 107-1,355301,서울시 종로구 종로3가 107-1,한식,포크프리,02-2271-3820,00:00~24:00,연중무휴,X,"종묘, 다시세운광장, 청계천",1,https://www.hantamenu.com/data/file/oc_menu/1654207058_F9d3R1qu_fbe80d7e12f88dc20040d62d3151913e3041c668.jpg,https://t1.daumcdn.net/cfile/blog/99A1823D5A44880C1B,https://t1.daumcdn.net/cfile/tistory/997043405B3D20A12E,"INSERT INTO store_image_temp VALUES ('337','255','https://www.hantamenu.com/data/file/oc_menu/1654207058_F9d3R1qu_fbe80d7e12f88dc20040d62d3151913e3041c668.jpg','1'),('338','255','https://t1.daumcdn.net/cfile/blog/99A1823D5A44880C1B','1'),('339','255','https://t1.daumcdn.net/cfile/tistory/997043405B3D20A12E','1');"
423,340,341,342,424,전주식당,서울특별시 종로구 관수동 43-2,344831,서울시 종로구 관수동 43-2,한식,무슬림 프렌들리,02-2267-5385,07:30~20:30,"매월 첫째, 셋째 일요일",X,"청계천, 종각, 조계사",1,https://mblogthumb-phinf.pstatic.net/MjAyMDAzMjJfMjA5/MDAxNTg0ODc0MDkwODcy.dlEYCjbmsB6ZHfCX9uReWM2gUuTv-0VBGs94ol2kGrIg.4en2nfo9msll9Kxsga8txGrdhQIUlRtOXmtEBcI8hJUg.JPEG.lisso1234/1584874089900.jpg?type=w800,https://i.ytimg.com/vi/5HhgO6mYMHo/maxresdefault.jpg,https://mblogthumb-phinf.pstatic.net/MjAxODEwMjFfMTUg/MDAxNTQwMDk0OTU3NzQ1.KOeXSk2dviTPIx9zQ0Jq6elZyl9VmM5H1OfGRTFKhWMg.5cn4mwRDeohFfkRGWIurM_nvxalBWPD6ZQar2PWGxlYg.JPEG.mimoa88/%EC%84%AC%EB%84%A4%EC%9D%BC.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('340','424','https://mblogthumb-phinf.pstatic.net/MjAyMDAzMjJfMjA5/MDAxNTg0ODc0MDkwODcy.dlEYCjbmsB6ZHfCX9uReWM2gUuTv-0VBGs94ol2kGrIg.4en2nfo9msll9Kxsga8txGrdhQIUlRtOXmtEBcI8hJUg.JPEG.lisso1234/1584874089900.jpg?type=w800','1'),('341','424','https://i.ytimg.com/vi/5HhgO6mYMHo/maxresdefault.jpg','1'),('342','424','https://mblogthumb-phinf.pstatic.net/MjAxODEwMjFfMTUg/MDAxNTQwMDk0OTU3NzQ1.KOeXSk2dviTPIx9zQ0Jq6elZyl9VmM5H1OfGRTFKhWMg.5cn4mwRDeohFfkRGWIurM_nvxalBWPD6ZQar2PWGxlYg.JPEG.mimoa88/%EC%84%AC%EB%84%A4%EC%9D%BC.jpg?type=w800','1');"
443,343,344,345,444,서울원조아구찜,서울특별시 종로구 낙원동 45-3,,,한식,무슬림 프렌들리,02-764-4207,10:00~01:00,연중무휴,O,"익선동한옥거리, 낙원동아구찜거리, 운현궁",1,https://t1.daumcdn.net/cfile/tistory/990BAF395BE11C2F10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJGVrDKcCtk7rUvt0l8VGeJ4js54ipFJFp7g&usqp=CAU,https://mblogthumb-phinf.pstatic.net/MjAxOTEwMjlfMTM3/MDAxNTcyMzA1Njg3Mjg2.-mr2fa1NkwkFOBRRymYaT9shNOqiD-ACdJgDYn7L5qQg.AnL6DlpB-Xy_mKlkWbXuwNEg4yPBLi_5Ze8EidYdauwg.JPEG.dhrdl3343/1572305686240.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('343','444','https://t1.daumcdn.net/cfile/tistory/990BAF395BE11C2F10','1'),('344','444','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJGVrDKcCtk7rUvt0l8VGeJ4js54ipFJFp7g&usqp=CAU','1'),('345','444','https://mblogthumb-phinf.pstatic.net/MjAxOTEwMjlfMTM3/MDAxNTcyMzA1Njg3Mjg2.-mr2fa1NkwkFOBRRymYaT9shNOqiD-ACdJgDYn7L5qQg.AnL6DlpB-Xy_mKlkWbXuwNEg4yPBLi_5Ze8EidYdauwg.JPEG.dhrdl3343/1572305686240.jpg?type=w800','1');"
444,346,347,348,445,장수하늘소인사점,서울특별시 종로구 관훈동 21 인사아트플라자,,,한식,포크프리,02-735-9929,11:30~21:30 (브레이크 타임 평일 15:00~17:00),매주 일요일,X,"인사동, 운현궁, 조계사",1,https://mblogthumb-phinf.pstatic.net/MjAyMDA1MjRfMTg5/MDAxNTkwMjUwMDE1NjI5.B3VE-Sy22PUTgJTSEl6O3tMbOdah4LWcs7UVh4UCjZMg.GPNtoXEO0Df_P4PuaI6Bwa51zAIEZds4Vi4WsEqU0tsg.JPEG.laeda/SE-5d6f2764-2554-42fa-b1dd-a82aba842c1b.jpg?type=w800,https://mblogthumb-phinf.pstatic.net/MjAyMDA1MjRfMjMy/MDAxNTkwMjQ2MDIyOTE5.NtcoJlPvHXZBSnKxwF__sbCjTonIyeNpVCf2iT1VSqYg.l5rJSj2SmuJ3Xa-Bqn47JkkpSZPpalbn1a1T_aFtQvEg.JPEG.laeda/SE-fd367f4d-054e-4ad5-9e54-3bfc19b23121.jpg?type=w800,https://img.siksinhot.com/place/1590974328603052.jpg?w=307&h=300&c=Y,"INSERT INTO store_image_temp VALUES ('346','445','https://mblogthumb-phinf.pstatic.net/MjAyMDA1MjRfMTg5/MDAxNTkwMjUwMDE1NjI5.B3VE-Sy22PUTgJTSEl6O3tMbOdah4LWcs7UVh4UCjZMg.GPNtoXEO0Df_P4PuaI6Bwa51zAIEZds4Vi4WsEqU0tsg.JPEG.laeda/SE-5d6f2764-2554-42fa-b1dd-a82aba842c1b.jpg?type=w800','1'),('347','445','https://mblogthumb-phinf.pstatic.net/MjAyMDA1MjRfMjMy/MDAxNTkwMjQ2MDIyOTE5.NtcoJlPvHXZBSnKxwF__sbCjTonIyeNpVCf2iT1VSqYg.l5rJSj2SmuJ3Xa-Bqn47JkkpSZPpalbn1a1T_aFtQvEg.JPEG.laeda/SE-fd367f4d-054e-4ad5-9e54-3bfc19b23121.jpg?type=w800','1'),('348','445','https://img.siksinhot.com/place/1590974328603052.jpg?w=307&h=300&c=Y','1');"
445,349,350,351,446,형제육회본점,서울특별시 종로구 종로4가 181-1,,,한식,포크프리,02-2274-6509,09:00~22:50,매주 수요일,X,"광장시장, 종묘, 흥인지문",1,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile6.uf.tistory.com%2Fimage%2F99935B4C5C9B80282C68DA,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile6.uf.tistory.com%2Fimage%2F99B3354C5CA2D8812EEB08,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ42JYFpuhtYcLt7Y7ba7NJ3Ag3Yx92F4JUQ309npVjGm870ZLJAhfLSuoIIbdiX1jDHsE&usqp=CAU,"INSERT INTO store_image_temp VALUES ('349','446','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile6.uf.tistory.com%2Fimage%2F99935B4C5C9B80282C68DA','1'),('350','446','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile6.uf.tistory.com%2Fimage%2F99B3354C5CA2D8812EEB08','1'),('351','446','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ42JYFpuhtYcLt7Y7ba7NJ3Ag3Yx92F4JUQ309npVjGm870ZLJAhfLSuoIIbdiX1jDHsE&usqp=CAU','1');"
447,352,353,354,448,사마르칸트,서울특별시 중구 을지로6가 34-4,204250,서울시 중구 광희동1가 162,아시아음식,무슬림 자가 인증,02-2279-7780,10:00~22:00,매월 둘째 화요일,X,"한양성곽, 흥인지문, 두타",1,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile24.uf.tistory.com%2Fimage%2F99ED0D335A0AF889073E4F,https://english.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=3952&fileTy=MEDIA&fileNo=1&thumbTy=L,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F21218B5051E00B3C13,"INSERT INTO store_image_temp VALUES ('352','448','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile24.uf.tistory.com%2Fimage%2F99ED0D335A0AF889073E4F','1'),('353','448','https://english.visitseoul.net/comm/getImage?srvcId=MEDIA&parentSn=3952&fileTy=MEDIA&fileNo=1&thumbTy=L','1'),('354','448','https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F21218B5051E00B3C13','1');"
450,355,356,357,451,파르투내,서울특별시 중구 광희동1가 250-1,425483,서울특별시 중구 광희동1가 250-1,양식,무슬림 프렌들리,02-2267-0777,10:00~23:00,"매월 첫째, 셋째 월요일",X,"DDP, 두타, 광희문",1,https://blog.kakaocdn.net/dn/bxDcLQ/btqCVE1Ipcy/gaTRt6f5QLrYEgKVfcPncK/img.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTA2MThfOTYg/MDAxNTYwODEzMzU4MjIx.E81sSC4XxVS1cB21AtfE2MptDdWmmcOxapr1WIoz9Bkg.kY5MjEjay1yszpq6YLZVpTOrlL07XRjR7BB30krJvHsg.JPEG.dhzkdl2/IMG_5383.JPG?type=w800,https://blog.kakaocdn.net/dn/e0iq0U/btqCWcD1Qos/KEm2YkX2QhgadhxsfxZzI1/img.jpg,"INSERT INTO store_image_temp VALUES ('355','451','https://blog.kakaocdn.net/dn/bxDcLQ/btqCVE1Ipcy/gaTRt6f5QLrYEgKVfcPncK/img.jpg','1'),('356','451','https://mblogthumb-phinf.pstatic.net/MjAxOTA2MThfOTYg/MDAxNTYwODEzMzU4MjIx.E81sSC4XxVS1cB21AtfE2MptDdWmmcOxapr1WIoz9Bkg.kY5MjEjay1yszpq6YLZVpTOrlL07XRjR7BB30krJvHsg.JPEG.dhzkdl2/IMG_5383.JPG?type=w800','1'),('357','451','https://blog.kakaocdn.net/dn/e0iq0U/btqCWcD1Qos/KEm2YkX2QhgadhxsfxZzI1/img.jpg','1');"
451,358,359,360,452,나마스테인서울,서울특별시 종로구 창신동 537-1 2층 ,,,인도음식,무슬림 프렌들리,010-4803-2730,11:00~22:00,연중무휴,X,"DDP, 흥인지문, 두타",1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR99SOaFbN0Usg34TdRUPsS0d1Oamv2lP1c_Zj89pmMbtH_GLRqZdp6T5yPd8htrE38hyM&usqp=CAU,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5eAGDghZAmSsUXkmK6a70xWgAYtNAAfCto4ubi_pmxUYZUiLsX3xYW3TdKSlBJZ-7wDU&usqp=CAU,https://img.siksinhot.com/place/1494364195822913.jpg?w=307&h=300&c=Y,"INSERT INTO store_image_temp VALUES ('358','452','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR99SOaFbN0Usg34TdRUPsS0d1Oamv2lP1c_Zj89pmMbtH_GLRqZdp6T5yPd8htrE38hyM&usqp=CAU','1'),('359','452','https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5eAGDghZAmSsUXkmK6a70xWgAYtNAAfCto4ubi_pmxUYZUiLsX3xYW3TdKSlBJZ-7wDU&usqp=CAU','1'),('360','452','https://img.siksinhot.com/place/1494364195822913.jpg?w=307&h=300&c=Y','1');"
452,361,362,363,453,사마르칸트시티,서울특별시 중구 을지로6가 35-1 성산빌딩,,,아시아음식,무슬림 프렌들리,02-6014-6368,"월~목요일 10:00~23:00, 금~일요일 09:00~23:00",,X,"DDP, 흥인지문, 두타",1,https://media-cdn.tripadvisor.com/media/photo-p/12/fe/4a/e8/photo0jpg.jpg,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile4.uf.tistory.com%2Fimage%2F2456A540585FCE9113BF40,https://media-cdn.tripadvisor.com/media/photo-p/10/2d/a2/81/photo0jpg.jpg,"INSERT INTO store_image_temp VALUES ('361','453','https://media-cdn.tripadvisor.com/media/photo-p/12/fe/4a/e8/photo0jpg.jpg','1'),('362','453','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile4.uf.tistory.com%2Fimage%2F2456A540585FCE9113BF40','1'),('363','453','https://media-cdn.tripadvisor.com/media/photo-p/10/2d/a2/81/photo0jpg.jpg','1');"
453,364,365,366,454,카페 우즈베키스탄,서울특별시 중구 광희동1가 121,204252,서울특별시 중구 광희동1가 120 ,아시아음식,무슬림 프렌들리,02-2277-4163,10:00~22:00,"매월 둘째, 넷째 화요일",X,"DDP, 두타, 광희문",1,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile24.uf.tistory.com%2Fimage%2F99ED0D335A0AF889073E4F,https://www.menupan.com/restaurant/restimg/009/zzmenuimg/t16826918_z.jpg,https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F995379335A0AF9C90E,"INSERT INTO store_image_temp VALUES ('364','454','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile24.uf.tistory.com%2Fimage%2F99ED0D335A0AF889073E4F','1'),('365','454','https://www.menupan.com/restaurant/restimg/009/zzmenuimg/t16826918_z.jpg','1'),('366','454','https://img1.daumcdn.net/thumb/R800x0/?scode=mtistory2&fname=https%3A%2F%2Ft1.daumcdn.net%2Fcfile%2Ftistory%2F995379335A0AF9C90E','1');"
454,367,368,369,455,뿌자레스토랑,서울특별시 중구 을지로6가 18-71 대화빌딩 4층 ,,,인도음식,무슬림 프렌들리,02-2274-2922,11:00~23:00(브레이크 타임 평일 15:00~17:00),,X,"DDP, 흥인지문, 두타",1,https://media-cdn.tripadvisor.com/media/photo-s/0b/8d/41/32/pooja-resaurant-seoul.jpg,https://media-cdn.tripadvisor.com/media/photo-s/0b/6a/5b/4e/fantastic-restaurant.jpg,https://media-cdn.tripadvisor.com/media/photo-s/0a/b7/2b/34/photo4jpg.jpg,"INSERT INTO store_image_temp VALUES ('367','455','https://media-cdn.tripadvisor.com/media/photo-s/0b/8d/41/32/pooja-resaurant-seoul.jpg','1'),('368','455','https://media-cdn.tripadvisor.com/media/photo-s/0b/6a/5b/4e/fantastic-restaurant.jpg','1'),('369','455','https://media-cdn.tripadvisor.com/media/photo-s/0a/b7/2b/34/photo4jpg.jpg','1');"
459,370,371,372,460,송정,서울특별시 중구 광희동1가 38-1,232659,서울특별시 송파구 잠실동 40,한식,무슬림 프렌들리,02-2268-0592,10:30~22:30,연중무휴,X,"동대문닭한마리골목, 광장시장, DDP",1,https://mblogthumb-phinf.pstatic.net/MjAxOTEyMjdfMjIz/MDAxNTc3NDA2ODIwNDc3.5gNvEsDzhgA2gpKGk7zPc-vZcCfADaQUXtCFfWB9I-0g.5tFbFWlsee_bAiql6ScOD6wT-6Ftrl9nIxtGZFa0U4kg.JPEG.izzyoh/IMG_7584.jpg?type=w800,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200911124314_photo1_96fee259eee3.jpg,https://mblogthumb-phinf.pstatic.net/MjAxOTEyMjdfODEg/MDAxNTc3NDA2ODIwODEx.ZB1lzmp8abbULBJh9QuiCSJWifoUzFQeU4Vh1Aq4VC8g.vev12iit3Eo7ztWYNixbxUOsSAkLXwDIkzSNr-P372Qg.JPEG.izzyoh/IMG_7588.jpg?type=w800,"INSERT INTO store_image_temp VALUES ('370','460','https://mblogthumb-phinf.pstatic.net/MjAxOTEyMjdfMjIz/MDAxNTc3NDA2ODIwNDc3.5gNvEsDzhgA2gpKGk7zPc-vZcCfADaQUXtCFfWB9I-0g.5tFbFWlsee_bAiql6ScOD6wT-6Ftrl9nIxtGZFa0U4kg.JPEG.izzyoh/IMG_7584.jpg?type=w800','1'),('371','460','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200911124314_photo1_96fee259eee3.jpg','1'),('372','460','https://mblogthumb-phinf.pstatic.net/MjAxOTEyMjdfODEg/MDAxNTc3NDA2ODIwODEx.ZB1lzmp8abbULBJh9QuiCSJWifoUzFQeU4Vh1Aq4VC8g.vev12iit3Eo7ztWYNixbxUOsSAkLXwDIkzSNr-P372Qg.JPEG.izzyoh/IMG_7588.jpg?type=w800','1');"
469,373,374,375,470,카이로바베큐,서울특별시 용산구 한남동 732-151,391793,서울시 용산구 한남동 732-151,양식,무슬림 자가 인증,070-4110-0087,11:00~23:0,연중무휴,X,"이태원 우사단길, 이태원쇼핑거리, 전쟁기념관",1,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200206084630114_menu_529246d22f0f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200206084630429_menu_529246d22f0f.jpg,https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile6.uf.tistory.com%2Fimage%2F99097C435C8E43300D11D9,"INSERT INTO store_image_temp VALUES ('373','470','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200206084630114_menu_529246d22f0f.jpg','1'),('374','470','https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200206084630429_menu_529246d22f0f.jpg','1'),('375','470','https://img1.daumcdn.net/thumb/R720x0.q80/?scode=mtistory2&fname=http%3A%2F%2Fcfile6.uf.tistory.com%2Fimage%2F99097C435C8E43300D11D9','1');"
